date,site,alb_sat,alb_AWS,cloud
2017_08_27,KAN_L,0.471,0.574,0.254
2017_08_27,KAN_M,0.692,0.6773,0.4801
2017_08_27,KAN_U,0.812,0.8743,0.5688
2017_08_27,KPC_L,0.745,0.7577,0.2014
2017_08_27,KPC_U,0.762,0.879,0.2973
2017_08_27,NUK_K,0.090,0.4238,0.07
2017_08_27,NUK_L,0.311,0.346,0.092
2017_08_27,QAS_L,0.264,0.2679,0.9949
2017_08_27,QAS_M,0.290,0.1954,0.8666
2017_08_27,QAS_U,0.316,0.3136,0.6437
2017_08_27,SCO_L,0.397,0.4441,0.1033
2017_08_27,SCO_U,0.443,0.3673,0.0385
2017_08_27,TAS_A,0.582,0.9028,0.8314
2017_08_27,TAS_L,0.337,0.2632,0.8185
2017_08_27,THU_L,32.767,0.7744,0.9993
2017_08_27,THU_U,0.614,0.8897,0.9963
2017_08_27,UPE_L,0.521,0.5502,0.2042
2017_08_27,UPE_U,0.723,0.6886,0.1312
2017_08_28,CEN1,32.767,0.9368,0.9722
2017_08_28,EGP,0.794,0.8352,0.7525
2017_08_28,KAN_L,0.499,0.5519,0.3807
2017_08_28,KAN_M,0.707,0.6518,0.3467
2017_08_28,KAN_U,0.815,0.7909,0.3079
2017_08_28,NUK_K,0.090,0.4414,0.3095
2017_08_28,NUK_L,0.316,0.352,0.2201
2017_08_28,QAS_L,0.266,0.3259,0.6462
2017_08_28,QAS_M,0.290,0.2221,0.3035
2017_08_28,QAS_U,0.306,0.3489,0.2595
2017_08_28,SCO_L,0.394,0.4166,0.2152
2017_08_28,SCO_U,0.439,0.3587,0.1191
2017_08_28,TAS_A,0.569,0.9517,0.6112
2017_08_28,TAS_L,0.322,0.3144,0.3877
2017_08_28,THU_L,32.767,0.7948,0.9706
2017_08_28,THU_U,0.624,0.8859,0.9837
2017_08_28,UPE_L,0.526,0.5865,0.9173
2017_08_28,UPE_U,0.721,0.8656,0.9129
